sku,date,prediction,model_used
SKU008,2025-02-07,11.156471807628137,random_forest
SKU009,2025-02-07,20.588744900007477,random_forest
SKU010,2025-02-07,47.082643703518706,random_forest
SKU011,2025-02-07,15.935839938240383,random_forest
SKU012,2025-02-07,38.956854888167385,random_forest
SKU013,2025-02-07,72.66468118686866,random_forest
SKU014,2025-02-07,22.095258027511704,random_forest
SKU015,2025-02-07,39.59949819624819,random_forest
SKU016,2025-02-07,70.36236688311689,random_forest
SKU017,2025-02-07,23.287112253865335,random_forest
SKU018,2025-02-07,48.66080505605506,random_forest
SKU019,2025-02-07,81.56647916666668,random_forest
SKU020,2025-02-07,25.80141389890463,random_forest
SKU001,2025-02-08,14.54093908244698,random_forest
SKU002,2025-02-08,5.949837301587301,random_forest
SKU003,2025-02-08,13.376157346010427,random_forest
SKU004,2025-02-08,25.29755461727637,random_forest
SKU005,2025-02-08,7.773448080106169,random_forest
SKU006,2025-02-08,19.338094539188504,random_forest
SKU007,2025-02-08,32.88240895933966,random_forest
SKU008,2025-02-08,9.701294131095004,random_forest
SKU009,2025-02-08,21.231517368299976,random_forest
SKU010,2025-02-08,40.9074814907315,random_forest
SKU011,2025-02-08,13.384487635896594,random_forest
SKU012,2025-02-08,25.529377573548917,random_forest
SKU013,2025-02-08,51.83835014985015,random_forest
SKU014,2025-02-08,17.755818170665233,random_forest
SKU015,2025-02-08,34.081944444444446,random_forest
SKU016,2025-02-08,58.085727088883324,random_forest
SKU017,2025-02-08,18.419934116278085,random_forest
SKU018,2025-02-08,35.9222074915825,random_forest
SKU019,2025-02-08,63.204968253968275,random_forest
SKU020,2025-02-08,22.93102468592225,random_forest
SKU001,2025-02-09,17.553213969266597,random_forest
SKU002,2025-02-09,5.946293650793653,random_forest
SKU003,2025-02-09,13.13565614353643,random_forest
SKU004,2025-02-09,24.497277782788807,random_forest
SKU005,2025-02-09,6.832353169053171,random_forest
SKU006,2025-02-09,18.336295887445882,random_forest
SKU007,2025-02-09,34.54421963843009,random_forest
SKU008,2025-02-09,11.436719599727432,random_forest
SKU009,2025-02-09,22.086812331824106,random_forest
SKU010,2025-02-09,47.33817469336219,random_forest
SKU011,2025-02-09,13.461384188845608,random_forest
SKU012,2025-02-09,27.395879090272487,random_forest
SKU013,2025-02-09,50.16502344877342,random_forest
SKU014,2025-02-09,20.077293345543342,random_forest
SKU015,2025-02-09,34.3331183047302,random_forest
SKU016,2025-02-09,63.68146843434345,random_forest
SKU017,2025-02-09,19.963210317460323,random_forest
SKU018,2025-02-09,36.6420550838051,random_forest
SKU019,2025-02-09,62.16104761904763,random_forest
SKU020,2025-02-09,22.888117209179708,random_forest
SKU001,2025-02-10,24.11876177886044,random_forest
SKU002,2025-02-10,9.340623994061488,random_forest
SKU003,2025-02-10,18.2672076093951,random_forest
SKU004,2025-02-10,32.383685918553404,random_forest
SKU005,2025-02-10,13.739321952601367,random_forest
SKU006,2025-02-10,26.719127705627717,random_forest
SKU007,2025-02-10,46.183249575587816,random_forest
SKU008,2025-02-10,17.276629134803034,random_forest
SKU009,2025-02-10,29.995795605152235,random_forest
SKU010,2025-02-10,67.36927049339549,random_forest
SKU011,2025-02-10,18.31238827112501,random_forest
SKU012,2025-02-10,38.48061149403349,random_forest
SKU013,2025-02-10,73.22953869047619,random_forest
SKU014,2025-02-10,24.570701240093648,random_forest
SKU015,2025-02-10,44.31812720564037,random_forest
SKU016,2025-02-10,81.37296167027417,random_forest
SKU017,2025-02-10,29.35767049134301,random_forest
SKU018,2025-02-10,49.82892199467198,random_forest
SKU019,2025-02-10,76.75811435786436,random_forest
SKU020,2025-02-10,33.24091066802164,random_forest
SKU001,2025-02-11,27.101165612165616,random_forest
SKU002,2025-02-11,10.141688929126428,random_forest
SKU003,2025-02-11,23.812905975444767,random_forest
SKU004,2025-02-11,42.231881042093306,random_forest
SKU005,2025-02-11,12.753067368089427,random_forest
SKU006,2025-02-11,36.0523437168983,random_forest
SKU007,2025-02-11,61.701452380952375,random_forest
SKU008,2025-02-11,19.664546233121193,random_forest
SKU009,2025-02-11,30.294612033083403,random_forest
SKU010,2025-02-11,72.88368124568669,random_forest
SKU011,2025-02-11,25.04360696248196,random_forest
SKU012,2025-02-11,49.06749513670025,random_forest
SKU013,2025-02-11,100.3244492035742,random_forest
SKU014,2025-02-11,32.229726767487776,random_forest
SKU015,2025-02-11,61.70714935064936,random_forest
SKU016,2025-02-11,91.33200586219334,random_forest
SKU017,2025-02-11,37.05493771860562,random_forest
SKU018,2025-02-11,68.5563374958375,random_forest
SKU019,2025-02-11,120.21179329004327,random_forest
SKU020,2025-02-11,39.955186759948994,random_forest
SKU001,2025-02-12,27.81997683064063,random_forest
SKU002,2025-02-12,10.769784257409258,random_forest
SKU003,2025-02-12,27.153676479508714,random_forest
SKU004,2025-02-12,45.79914495636679,random_forest
SKU005,2025-02-12,17.404708284717316,random_forest
SKU006,2025-02-12,34.74405635286346,random_forest
SKU007,2025-02-12,62.10168556443556,random_forest
SKU008,2025-02-12,21.853569829067986,random_forest
SKU009,2025-02-12,42.16934412452515,random_forest
SKU010,2025-02-12,78.01618524531024,random_forest
SKU011,2025-02-12,25.77298994252874,random_forest
SKU012,2025-02-12,50.04978861432237,random_forest
SKU013,2025-02-12,90.81683863358867,random_forest
SKU014,2025-02-12,31.188426122838056,random_forest
SKU015,2025-02-12,65.49439637445886,random_forest
SKU016,2025-02-12,105.95669796176045,random_forest
SKU017,2025-02-12,37.3344224120311,random_forest
SKU018,2025-02-12,71.02757043650796,random_forest
SKU019,2025-02-12,122.38425509559886,random_forest
SKU020,2025-02-12,45.86863476378693,random_forest
SKU001,2025-02-13,23.799213532444355,random_forest
SKU002,2025-02-13,10.123712301587304,random_forest
SKU003,2025-02-13,22.212793242218982,random_forest
SKU004,2025-02-13,44.451587909775405,random_forest
SKU005,2025-02-13,17.560116373232496,random_forest
SKU006,2025-02-13,31.227856362163344,random_forest
SKU007,2025-02-13,59.84538129578754,random_forest
SKU008,2025-02-13,17.697420473936702,random_forest
SKU009,2025-02-13,35.22011991740644,random_forest
SKU010,2025-02-13,73.04828474303473,random_forest
SKU011,2025-02-13,22.886042474761567,random_forest
SKU012,2025-02-13,43.809745719261635,random_forest
SKU013,2025-02-13,68.89746031746034,random_forest
SKU014,2025-02-13,29.16527998777305,random_forest
SKU015,2025-02-13,60.784559572372075,random_forest
SKU016,2025-02-13,104.83279915223666,random_forest
SKU017,2025-02-13,34.92483443228618,random_forest
SKU018,2025-02-13,64.81921337690088,random_forest
SKU019,2025-02-13,105.83594890873019,random_forest
SKU020,2025-02-13,38.61800448876963,random_forest
SKU001,2025-02-14,18.94080982370948,random_forest
SKU002,2025-02-14,6.937613095238098,random_forest
SKU003,2025-02-14,16.55221329339978,random_forest
SKU004,2025-02-14,31.512091419353727,random_forest
SKU005,2025-02-14,9.88244832944833,random_forest
SKU006,2025-02-14,22.948817090520475,random_forest
SKU007,2025-02-14,42.14025366016852,random_forest
SKU008,2025-02-14,11.348372440449053,random_forest
SKU009,2025-02-14,26.088931228681236,random_forest
SKU010,2025-02-14,45.564537701625866,random_forest
SKU011,2025-02-14,18.038961387121336,random_forest
SKU012,2025-02-14,41.327937883331266,random_forest
SKU013,2025-02-14,76.52107584776336,random_forest
SKU014,2025-02-14,23.09988368150597,random_forest
SKU015,2025-02-14,38.836181687765944,random_forest
SKU016,2025-02-14,72.47250000000004,random_forest
SKU017,2025-02-14,24.023272684483214,random_forest
SKU018,2025-02-14,49.085898638942766,random_forest
SKU019,2025-02-14,85.18829861111116,random_forest
SKU020,2025-02-14,26.717649664228883,random_forest
SKU001,2025-02-15,14.298377047589033,random_forest
SKU002,2025-02-15,5.456816378066378,random_forest
SKU003,2025-02-15,13.004677530049944,random_forest
SKU004,2025-02-15,22.34127307891426,random_forest
SKU005,2025-02-15,8.11173790139599,random_forest
SKU006,2025-02-15,18.065970538824523,random_forest
SKU007,2025-02-15,33.60066136573714,random_forest
SKU008,2025-02-15,10.60010074753765,random_forest
SKU009,2025-02-15,20.670979342647506,random_forest
SKU010,2025-02-15,42.16383145792115,random_forest
SKU011,2025-02-15,14.137700035848262,random_forest
SKU012,2025-02-15,28.107865977018527,random_forest
SKU013,2025-02-15,47.16465873015874,random_forest
SKU014,2025-02-15,18.746874211207896,random_forest
SKU015,2025-02-15,38.80764058784066,random_forest
SKU016,2025-02-15,58.6971369047619,random_forest
SKU017,2025-02-15,20.21379062856462,random_forest
SKU018,2025-02-15,39.385606870030564,random_forest
SKU019,2025-02-15,57.83319516594517,random_forest
SKU020,2025-02-15,21.871282392020408,random_forest
SKU001,2025-02-16,15.72084485271761,random_forest
SKU002,2025-02-16,6.156834235209235,random_forest
SKU003,2025-02-16,13.919660156157734,random_forest
SKU004,2025-02-16,25.196291160228657,random_forest
SKU005,2025-02-16,8.288797376642965,random_forest
SKU006,2025-02-16,19.166128081244945,random_forest
SKU007,2025-02-16,40.568200390646574,random_forest
SKU008,2025-02-16,12.613232796596169,random_forest
SKU009,2025-02-16,20.117808443939744,random_forest
SKU010,2025-02-16,45.32382489476897,random_forest
SKU011,2025-02-16,12.755174361344354,random_forest
SKU012,2025-02-16,27.044235341433872,random_forest
SKU013,2025-02-16,51.28948665223664,random_forest
SKU014,2025-02-16,16.680589163849778,random_forest
SKU015,2025-02-16,32.74709184207782,random_forest
SKU016,2025-02-16,69.54151812770564,random_forest
SKU017,2025-02-16,22.14545598845599,random_forest
SKU018,2025-02-16,38.24007689501761,random_forest
SKU019,2025-02-16,61.24795202020203,random_forest
SKU020,2025-02-16,21.395770131512883,random_forest
SKU001,2025-02-17,25.09025892857142,random_forest
SKU002,2025-02-17,9.967059239371737,random_forest
SKU003,2025-02-17,19.278461723410807,random_forest
SKU004,2025-02-17,32.8145957257553,random_forest
SKU005,2025-02-17,13.19859904171181,random_forest
SKU006,2025-02-17,32.84365770895769,random_forest
SKU007,2025-02-17,46.59820958400226,random_forest
SKU008,2025-02-17,16.989425921963324,random_forest
SKU009,2025-02-17,28.29049149440891,random_forest
SKU010,2025-02-17,70.75826244588744,random_forest
SKU011,2025-02-17,19.7204152742178,random_forest
SKU012,2025-02-17,39.092129480984056,random_forest
SKU013,2025-02-17,78.86762554112555,random_forest
SKU014,2025-02-17,26.225988366568018,random_forest
SKU015,2025-02-17,48.50072883829894,random_forest
SKU016,2025-02-17,82.20694372294372,random_forest
SKU017,2025-02-17,29.801551836060977,random_forest
SKU018,2025-02-17,54.64476625729344,random_forest
SKU019,2025-02-17,77.3501857864358,random_forest
SKU020,2025-02-17,33.205830325275606,random_forest
SKU001,2025-02-18,26.80144717782218,random_forest
SKU002,2025-02-18,9.832525613275612,random_forest
SKU003,2025-02-18,21.456778821599247,random_forest
SKU004,2025-02-18,46.20682638238588,random_forest
SKU005,2025-02-18,15.012874233405485,random_forest
SKU006,2025-02-18,33.384400592317,random_forest
SKU007,2025-02-18,62.10640818903318,random_forest
SKU008,2025-02-18,19.381781044398434,random_forest
SKU009,2025-02-18,33.600406634846934,random_forest
SKU010,2025-02-18,75.91242207792205,random_forest
SKU011,2025-02-18,27.18440199394351,random_forest
SKU012,2025-02-18,50.638808058186534,random_forest
SKU013,2025-02-18,89.27812610653234,random_forest
SKU014,2025-02-18,29.690308020202636,random_forest
SKU015,2025-02-18,63.61536670274168,random_forest
SKU016,2025-02-18,93.6138501984127,random_forest
SKU017,2025-02-18,36.30771380940484,random_forest
SKU018,2025-02-18,72.02354978354978,random_forest
SKU019,2025-02-18,117.89055866702743,random_forest
SKU020,2025-02-18,38.72040388740014,random_forest
SKU001,2025-02-19,27.54764618905998,random_forest
SKU002,2025-02-19,10.601194069819073,random_forest
SKU003,2025-02-19,26.12320855724735,random_forest
SKU004,2025-02-19,46.03273298613315,random_forest
SKU005,2025-02-19,17.760567067028003,random_forest
SKU006,2025-02-19,33.666850503914986,random_forest
SKU007,2025-02-19,61.305805555555565,random_forest
SKU008,2025-02-19,19.970746470986526,random_forest
SKU009,2025-02-19,40.62378661105341,random_forest
SKU010,2025-02-19,77.03737301587299,random_forest
SKU011,2025-02-19,25.515979918374146,random_forest
SKU012,2025-02-19,51.27478980069563,random_forest
SKU013,2025-02-19,100.71485928654675,random_forest
SKU014,2025-02-19,27.49336231921099,random_forest
SKU015,2025-02-19,65.40618650793652,random_forest
SKU016,2025-02-19,92.831435515873,random_forest
SKU017,2025-02-19,36.769014520146335,random_forest
SKU018,2025-02-19,73.06997799422798,random_forest
SKU019,2025-02-19,122.31592176226552,random_forest
SKU020,2025-02-19,44.263503954386316,random_forest
SKU001,2025-02-20,23.78105560214096,random_forest
SKU002,2025-02-20,10.73623412698413,random_forest
SKU003,2025-02-20,21.064447701419482,random_forest
SKU004,2025-02-20,42.91544524196115,random_forest
SKU005,2025-02-20,17.41836245498713,random_forest
SKU006,2025-02-20,35.5983607757735,random_forest
SKU007,2025-02-20,59.72691882619192,random_forest
SKU008,2025-02-20,18.392556716244222,random_forest
SKU009,2025-02-20,31.926049874926775,random_forest
SKU010,2025-02-20,73.65058862303157,random_forest
SKU011,2025-02-20,22.51602577901322,random_forest
SKU012,2025-02-20,48.06572248277965,random_forest
SKU013,2025-02-20,70.65271230158729,random_forest
SKU014,2025-02-20,29.590964813314237,random_forest
SKU015,2025-02-20,62.362295634920635,random_forest
SKU016,2025-02-20,91.58345734126983,random_forest
SKU017,2025-02-20,32.07946203131733,random_forest
SKU018,2025-02-20,67.69572005772007,random_forest
SKU019,2025-02-20,93.30162409812411,random_forest
SKU020,2025-02-20,38.28887134576657,random_forest
SKU001,2025-02-21,19.57692873774252,random_forest
SKU002,2025-02-21,6.463539682539684,random_forest
SKU003,2025-02-21,16.44840177118988,random_forest
SKU004,2025-02-21,29.86089702704826,random_forest
SKU005,2025-02-21,10.609562957875458,random_forest
SKU006,2025-02-21,25.12637674362675,random_forest
SKU007,2025-02-21,38.38027706826265,random_forest
SKU008,2025-02-21,12.350761020612294,random_forest
SKU009,2025-02-21,24.702901121288267,random_forest
SKU010,2025-02-21,51.85736833305582,random_forest
SKU011,2025-02-21,16.14903263461684,random_forest
SKU012,2025-02-21,39.1022510487953,random_forest
SKU013,2025-02-21,76.25431421356421,random_forest
SKU014,2025-02-21,22.551669455144257,random_forest
SKU015,2025-02-21,37.444415453999724,random_forest
SKU016,2025-02-21,70.52275198412697,random_forest
SKU017,2025-02-21,22.202922564406695,random_forest
SKU018,2025-02-21,52.29883758618383,random_forest
SKU019,2025-02-21,84.51608531746035,random_forest
SKU020,2025-02-21,28.005480132204394,random_forest
SKU001,2025-02-22,15.416717559419991,random_forest
SKU002,2025-02-22,5.247111111111111,random_forest
SKU003,2025-02-22,14.027810461914905,random_forest
SKU004,2025-02-22,24.65269255621829,random_forest
SKU005,2025-02-22,8.275760135118416,random_forest
SKU006,2025-02-22,18.323276374484127,random_forest
SKU007,2025-02-22,30.991662769155568,random_forest
SKU008,2025-02-22,11.309128909761258,random_forest
SKU009,2025-02-22,20.010911049163823,random_forest
SKU010,2025-02-22,43.61650075801393,random_forest
SKU011,2025-02-22,13.7916501223324,random_forest
SKU012,2025-02-22,27.415770748030106,random_forest
SKU013,2025-02-22,54.83540852203351,random_forest
SKU014,2025-02-22,19.359729555008265,random_forest
SKU015,2025-02-22,32.11894478967699,random_forest
SKU016,2025-02-22,59.38329013347765,random_forest
SKU017,2025-02-22,18.98682768768618,random_forest
SKU018,2025-02-22,41.183002633814475,random_forest
SKU019,2025-02-22,65.31983910533911,random_forest
SKU020,2025-02-22,21.497837064701613,random_forest
SKU001,2025-02-23,16.089407669003663,random_forest
SKU002,2025-02-23,5.140900183150183,random_forest
SKU003,2025-02-23,13.840659035141192,random_forest
SKU004,2025-02-23,21.84532889018738,random_forest
SKU005,2025-02-23,8.290694330179626,random_forest
SKU006,2025-02-23,18.200130390603757,random_forest
SKU007,2025-02-23,36.867499426807946,random_forest
SKU008,2025-02-23,12.466819908404933,random_forest
SKU009,2025-02-23,20.046673831485112,random_forest
SKU010,2025-02-23,44.536362773556846,random_forest
SKU011,2025-02-23,14.326006363313644,random_forest
SKU012,2025-02-23,28.72728739158868,random_forest
SKU013,2025-02-23,52.685600829725814,random_forest
SKU014,2025-02-23,19.44676953737348,random_forest
SKU015,2025-02-23,34.34232137969959,random_forest
SKU016,2025-02-23,63.65348232323233,random_forest
SKU017,2025-02-23,19.95423535342653,random_forest
SKU018,2025-02-23,37.92776183721716,random_forest
SKU019,2025-02-23,61.59984225496727,random_forest
SKU020,2025-02-23,23.932581485598543,random_forest
SKU001,2025-02-24,21.359757809184273,random_forest
SKU002,2025-02-24,9.642346861471857,random_forest
SKU003,2025-02-24,18.55569011312681,random_forest
SKU004,2025-02-24,32.53456692622719,random_forest
SKU005,2025-02-24,13.772382952245723,random_forest
SKU006,2025-02-24,28.778176990605452,random_forest
SKU007,2025-02-24,50.47275103403831,random_forest
SKU008,2025-02-24,15.223040948343106,random_forest
SKU009,2025-02-24,28.641006263194118,random_forest
SKU010,2025-02-24,68.75180203823953,random_forest
SKU011,2025-02-24,18.716370457987725,random_forest
SKU012,2025-02-24,39.80038938467652,random_forest
SKU013,2025-02-24,77.42311580086582,random_forest
SKU014,2025-02-24,26.04737114170153,random_forest
SKU015,2025-02-24,49.164995040859004,random_forest
SKU016,2025-02-24,85.1444463834776,random_forest
SKU017,2025-02-24,28.505532946261173,random_forest
SKU018,2025-02-24,52.155770382395396,random_forest
SKU019,2025-02-24,77.24366197691197,random_forest
SKU020,2025-02-24,29.594366650812677,random_forest
SKU001,2025-02-25,26.59014979656359,random_forest
SKU002,2025-02-25,10.5282398989899,random_forest
SKU003,2025-02-25,24.505206563213857,random_forest
SKU004,2025-02-25,43.15099910806583,random_forest
SKU005,2025-02-25,14.60808661854627,random_forest
SKU006,2025-02-25,37.71874414274799,random_forest
SKU007,2025-02-25,65.12908225108225,random_forest
SKU008,2025-02-25,18.83306411752372,random_forest
SKU009,2025-02-25,30.460034995641564,random_forest
SKU010,2025-02-25,77.90887743506491,random_forest
SKU011,2025-02-25,26.98384772172272,random_forest
SKU012,2025-02-25,54.69430763025188,random_forest
SKU013,2025-02-25,100.31036760461761,random_forest
SKU014,2025-02-25,31.926502550576192,random_forest
SKU015,2025-02-25,64.44009677128426,random_forest
SKU016,2025-02-25,91.90232440476193,random_forest
SKU017,2025-02-25,37.3375598962566,random_forest
SKU018,2025-02-25,69.47108784271283,random_forest
SKU019,2025-02-25,120.31262662337662,random_forest
SKU020,2025-02-25,39.846671169748504,random_forest
SKU001,2025-02-26,29.49549278499278,random_forest
SKU002,2025-02-26,10.154052655677653,random_forest
SKU003,2025-02-26,27.58735170385171,random_forest
SKU004,2025-02-26,46.67074890388127,random_forest
SKU005,2025-02-26,16.986065099119443,random_forest
SKU006,2025-02-26,36.20034308108717,random_forest
SKU007,2025-02-26,66.55716756854254,random_forest
SKU008,2025-02-26,19.52620273980272,random_forest
SKU009,2025-02-26,39.53627729792644,random_forest
SKU010,2025-02-26,77.97778021284267,random_forest
SKU011,2025-02-26,28.257496184371192,random_forest
SKU012,2025-02-26,55.21592889640491,random_forest
SKU013,2025-02-26,94.31135240800867,random_forest
SKU014,2025-02-26,33.53866427359191,random_forest
SKU015,2025-02-26,66.57547907647908,random_forest
SKU016,2025-02-26,107.42165827922075,random_forest
SKU017,2025-02-26,37.23507264316886,random_forest
SKU018,2025-02-26,73.87732720057718,random_forest
SKU019,2025-02-26,122.31592176226552,random_forest
SKU020,2025-02-26,44.76952713259698,random_forest
SKU001,2025-02-27,23.62633010338602,random_forest
SKU002,2025-02-27,9.74008891108891,random_forest
SKU003,2025-02-27,20.955339288496635,random_forest
SKU004,2025-02-27,43.88829365079365,random_forest
SKU005,2025-02-27,17.484492048049656,random_forest
SKU006,2025-02-27,33.217753710946226,random_forest
SKU007,2025-02-27,65.58436990786991,random_forest
SKU008,2025-02-27,18.1743254743445,random_forest
SKU009,2025-02-27,36.48035546506166,random_forest
SKU010,2025-02-27,81.45391021825394,random_forest
SKU011,2025-02-27,22.822894021894054,random_forest
SKU012,2025-02-27,51.03069039315873,random_forest
SKU013,2025-02-27,69.34698214285716,random_forest
SKU014,2025-02-27,27.77628518248991,random_forest
SKU015,2025-02-27,63.92334451659452,random_forest
SKU016,2025-02-27,107.45083982683983,random_forest
SKU017,2025-02-27,34.529226405067,random_forest
SKU018,2025-02-27,68.72948015873017,random_forest
SKU019,2025-02-27,111.80568700396825,random_forest
SKU020,2025-02-27,38.45518193976781,random_forest
SKU001,2025-02-28,18.005107818459162,random_forest
SKU002,2025-02-28,5.470880952380955,random_forest
SKU003,2025-02-28,15.36690624094599,random_forest
SKU004,2025-02-28,30.86594885950441,random_forest
SKU005,2025-02-28,11.622369293117274,random_forest
SKU006,2025-02-28,21.369160700124013,random_forest
SKU007,2025-02-28,40.73280404889229,random_forest
SKU008,2025-02-28,12.773478733455013,random_forest
SKU009,2025-02-28,24.215288354654735,random_forest
SKU010,2025-02-28,51.51817940664407,random_forest
SKU011,2025-02-28,17.331977520561814,random_forest
SKU012,2025-02-28,41.00556904919986,random_forest
SKU013,2025-02-28,82.16932133838385,random_forest
SKU014,2025-02-28,20.907549887039565,random_forest
SKU015,2025-02-28,38.54405483405483,random_forest
SKU016,2025-02-28,81.96542460317461,random_forest
SKU017,2025-02-28,22.28901849071768,random_forest
SKU018,2025-02-28,50.019254960317454,random_forest
SKU019,2025-02-28,88.18493055555557,random_forest
SKU020,2025-02-28,28.462028223236747,random_forest
SKU001,2025-03-01,15.826889677208758,random_forest
SKU002,2025-03-01,4.815955738705737,random_forest
SKU003,2025-03-01,13.709316377220967,random_forest
SKU004,2025-03-01,21.613724855731867,random_forest
SKU005,2025-03-01,7.061678205128208,random_forest
SKU006,2025-03-01,18.381785387553364,random_forest
SKU007,2025-03-01,33.44449827285036,random_forest
SKU008,2025-03-01,11.482669407761783,random_forest
SKU009,2025-03-01,20.197792812282238,random_forest
SKU010,2025-03-01,44.63346832516898,random_forest
SKU011,2025-03-01,14.506473046072657,random_forest
SKU012,2025-03-01,30.337929696995676,random_forest
SKU013,2025-03-01,53.594450396825415,random_forest
SKU014,2025-03-01,18.07945186730481,random_forest
SKU015,2025-03-01,36.713422194635434,random_forest
SKU016,2025-03-01,65.82023669733047,random_forest
SKU017,2025-03-01,19.078840058241102,random_forest
SKU018,2025-03-01,41.361740017120816,random_forest
SKU019,2025-03-01,62.953806998557,random_forest
SKU020,2025-03-01,21.706422639576786,random_forest
SKU001,2025-03-02,15.68900974025974,random_forest
SKU002,2025-03-02,5.200793401043401,random_forest
SKU003,2025-03-02,13.867099513246533,random_forest
SKU004,2025-03-02,23.50693581296155,random_forest
SKU005,2025-03-02,7.897405528295235,random_forest
SKU006,2025-03-02,18.03851996383246,random_forest
SKU007,2025-03-02,37.446678779996596,random_forest
SKU008,2025-03-02,11.653689848921935,random_forest
SKU009,2025-03-02,19.558405572453694,random_forest
SKU010,2025-03-02,48.09082178932177,random_forest
SKU011,2025-03-02,14.258320935908914,random_forest
SKU012,2025-03-02,30.729353335040646,random_forest
SKU013,2025-03-02,53.599323773448766,random_forest
SKU014,2025-03-02,16.82058759005046,random_forest
SKU015,2025-03-02,36.590504236368204,random_forest
SKU016,2025-03-02,73.77064392551891,random_forest
SKU017,2025-03-02,22.553061890906996,random_forest
SKU018,2025-03-02,38.57051275048518,random_forest
SKU019,2025-03-02,61.6018324869575,random_forest
SKU020,2025-03-02,19.704408754767247,random_forest
SKU001,2025-03-03,25.760646600948075,random_forest
SKU002,2025-03-03,9.333860254329004,random_forest
SKU003,2025-03-03,17.448246406843175,random_forest
SKU004,2025-03-03,36.88862959728661,random_forest
SKU005,2025-03-03,12.769282661782661,random_forest
SKU006,2025-03-03,30.07444224739314,random_forest
SKU007,2025-03-03,47.649075313575295,random_forest
SKU008,2025-03-03,16.454258082773773,random_forest
SKU009,2025-03-03,27.56802071445532,random_forest
SKU010,2025-03-03,76.28142261904763,random_forest
SKU011,2025-03-03,19.572760422746807,random_forest
SKU012,2025-03-03,41.4129770483622,random_forest
SKU013,2025-03-03,74.36418628246753,random_forest
SKU014,2025-03-03,27.049188171917947,random_forest
SKU015,2025-03-03,50.60097194995778,random_forest
SKU016,2025-03-03,87.38851614357864,random_forest
SKU017,2025-03-03,28.140487935108034,random_forest
SKU018,2025-03-03,53.27284183550703,random_forest
SKU019,2025-03-03,75.29172348484849,random_forest
